Fridge1,Fridge2,MW1,MW2,Coffee1,Coffee2,Charger,Tele1,Tele2,Tele3,Tele4,Tele5,Tele6,Tele7,Tele8,Tele9,Tele10,Tele11,Tele12,Tele13,Tele14,Tele15,Tele16,Tele17,Tele18,Tele19,Tele20,Stereo,Laptop1,Laptop2,Laptop3,Kettle,Shaver,DishWash,WashMach,Elec,Oven,Toas,Waff,Hair,Iron,Vacuum,Sauna,Radio,Radio_Standby,Elecheat,Dryer,Fan,Mixer,Blender,Router,Dehumidifyer,Bread,Game,Vivarium,Pump
0.7459,0.94504,0.954410909,,,,0.96348,0.0096,0.0096,1.0824,1.0512,0.995961538,0.979146154,0.003466667,0.964466667,0.976361905,0.96347619,0,0,0,0.0046,1.008025,1.0054375,0.984238462,1.000961538,0.73292,0.000515,0.8947,0.748788889,1,1,,1,0.986223278,1,0,,,,0.99245283,0,0.992125984,0.7459,0.211764706,0.044117647,0.986338798,0.892557535,,,,0.885057573,0.7459,,0.86220469,0.86220469,0.86220469
0.744744444,0.943653333,0.950247273,,,,0.96645,0.0096,0.0096,1.0772,1.0512,0.769384615,0.966338462,0.002311111,0.964466667,0.973390476,0.966447619,0,0,0,0.0046,1.006725,1.0041375,0.984238462,0.993792308,0.724125,0.000515,0.890271429,0.756844444,1,1,,1,0.987173397,0.968998674,0,,,,0.997124889,0,0.990376203,0.744744444,0.211764706,0.044117647,0.984517304,0.893046895,,,,0.885057573,0.744744444,,0.871653509,0.871653509,0.871653509
0.742433333,0.94088,0.936433636,,,,0.96645,0.0096,0.0096,1.0772,1.0512,0.999161538,0.975946154,0.003466667,0.965622222,0.9724,0.966447619,0,0,0.121922222,0.003444444,1.008025,1.0041375,0.986623077,1.000161538,0.736545,0.000515,0.884357143,0.743044444,1,1,,1,0.986381629,0.965185676,0.632478632,,,,0.996765499,0,0.988626422,0.742433333,0.211764706,0.044117647,0.979052823,0.892312855,,,,0.885057573,0.742433333,,0.856299179,0.856299179,0.856299179
0.741277778,0.939486667,0.957154545,,,,0.96348,0.0096,0.0096,1.072,1.04075,0.995161538,0.981546154,0.002311111,0.966777778,0.975371429,0.96347619,0,0,0.7741,0.973088889,1.008025,1.0041375,0.984238462,0.989807692,0.764495,0.000515,0.891742857,0.763744444,1,1,,1,0.986698337,0.981874446,0.939458686,,,,0.331895779,0,0.975503062,0.741277778,0.214285714,0.058823529,0.982695811,0.892382763,,,,0.885057573,0.741277778,,0.855118077,0.855118077,0.855118077
0.738955556,0.93602,0.954032727,,,,0.96546,0.0096,0.0096,1.072,1.0512,0.995161538,0.979946154,0.001155556,0.964466667,0.973390476,0.965457143,0,0,0.495744444,0.800555556,1.006725,1.00285,0.985830769,0.996184615,0.772775,0.000515,0.890271429,0.761444444,0.916666667,0.916666667,,1,0.987173397,0.962367374,0.935185182,,,,,0,0.988626422,0.738955556,0.242647059,0.044117647,0.980874317,0.901645647,,,,0.885057573,0.738955556,,0.850393667,0.850393667,0.850393667
0.736644444,0.931166667,0.965008182,,,,0.96546,0.0096,0.0096,1.0668,1.0564,0.994361538,0.973538462,0.001155556,0.965622222,0.9724,0.965457143,0,0,0.496888889,0.807455556,1.0093125,1.0041375,0.984238462,0.9922,0.775885,0.000515,0.888785714,0.755688889,0.916666667,0.916666667,,1,0.986698337,0.965185676,0.936431624,,,,,0,0.985126859,0.736644444,0.220588235,0.044117647,0.980874317,0.904274986,,,,0.885057573,0.736644444,,0.855118077,0.855118077,0.855118077
0.736644444,0.927693333,0.950152727,,,,0.96546,0.0096,0.0096,1.0668,1.0512,0.884676923,0.933507692,0.002311111,0.964466667,0.975371429,0.965457143,0,0,0.495744444,0.7879,1.0093125,1.00285,0.982646154,0.986623077,0.77485,0.000515,0.887314286,0.748788889,0.916666667,0.916666667,,1,0.985748219,0.982316535,0.931623932,,,,,0,0.985126859,0.736644444,0.264705882,0.044117647,0.980874317,0.895268988,,,,0.885057573,0.736644444,,0.838582644,0.838582644,0.838582644
0.7378,0.924226667,0.955924545,,,,0.96546,0.0096,0.0096,1.0668,1.0512,0.996761538,0.975946154,0.002311111,0.965622222,0.974380952,0.965457143,0,0,0.715433333,0.8086,1.006725,1.0041375,0.000792308,0.9922,0.775885,0.000515,0.879914286,0.751088889,0.916666667,0.916666667,,1,0.986698337,0.961704244,0.93126781,,,,,0,0.975503062,0.7378,0.220588235,0.044117647,0.980874317,0.872633595,,,,0.885057573,0.7378,,0.848031463,0.848031463,0.848031463
0.733177778,0.923533333,0.910886364,,,,0.96645,0.0096,0.0096,1.0668,1.0564,0.999161538,0.925507692,0.002311111,0.964466667,0.974380952,0.966447619,0,0,0.8086,0.827011111,1.008025,1.00285,0,0.982646154,0.7764,0.000515,0.884357143,0.763744444,0.916666667,0.916666667,,0,0.986698337,0.966069851,0.931356838,,,,,0,0.990376203,0.733177778,0.242647059,0.058823529,0.979052823,0.867809905,,,,0.911877231,0.733177778,,0.856299179,0.856299179,0.856299179
0.734333333,0.92214,0.959899091,,,,0.97537,0.0096,0.0096,1.072,1.046,0.976746154,0.947123077,0.002311111,0.965622222,0.9724,0.975371429,0,0,0.812055556,0.827011111,1.0093125,1.00285,0.000792308,0.986623077,0.736545,0.000515,0.887314286,0.739588889,0.916666667,0.916666667,,0,0.985748219,0.977674625,0.929843301,,,,,0.166629886,0.988626422,0.734333333,0.264705882,0.039215686,0.979052823,0.885725915,,,,0.885057573,0.734333333,,0.844488156,0.844488156,0.844488156
0.733177778,0.92006,,,,,0.97636,0.0096,0.0096,1.072,1.0512,0.972738462,0.909492308,0.002311111,0.965622222,0.971409524,0.976361905,0,0,0.7925,0.827011111,1.0093125,1.0002625,0.000792308,0.984238462,0.73603,0.000515,0.887314286,0.749944444,0.916666667,0.916666667,,0,0.986223278,0.971153846,0.934371186,,,,,0.977709119,0.975503062,0.733177778,0.264705882,0.058823529,0.979052823,0.886254113,,,,0.885057573,0.733177778,,0.86220469,0.86220469,0.86220469
0.732022222,0.91798,,,,,0.97933,0.0096,0.0096,1.0668,1.0512,0.972738462,0.926307692,0.002311111,0.966777778,0.973390476,0.979333333,0,0,0.818955556,0.820111111,1.006725,1.00285,0.000792308,0.990607692,0.749485,0.000515,0.884357143,0.747644444,0.916666667,0.916666667,,0,0.985748219,0.984250663,0.930199434,,,,,0,0.955380577,0.732022222,0.264705882,0.052287582,0.97723133,0.884727776,,,,0.885057573,0.732022222,,0.86220469,0.86220469,0.86220469
0.732022222,0.915206667,,,,,0.97339,0.0096,0.0096,1.072,1.0512,0.951123077,0.975946154,0.001155556,0.964466667,0.973390476,0.973390476,0,0,0.812055556,0.821255556,1.0093125,1.00285,0.000792308,0.981846154,0.75104,0.000515,0.882871429,0.761444444,1,1,,0,0.986223278,0.97667993,0.928266175,,,,,0,0.944006999,0.732022222,0.264705882,0.047058824,0.979052823,0.887652284,,,,0.885057573,0.732022222,,0.855118077,0.855118077,0.855118077
0.7274,0.915206667,,,,,0.9833,0.0096,0.0096,1.0668,1.0512,0.863053846,0.950323077,0.002311111,0.964466667,0.973390476,0.983304762,0,0,0.822411111,0.832755556,1.006725,1.00285,0.001592308,0.978661538,0.740685,0.001035,0.890271429,0.744188889,1,1,,0,0.985748219,0.983421751,0.933760684,,,,,0,0.942257218,0.7274,0.264705882,0.058823529,0.97723133,0.890145689,,,,0.885057573,0.7274,,0.86220469,0.86220469,0.86220469
0.7274,0.91312,,,,,0.98628,0.0096,0.0096,1.0668,1.046,0.935915385,0.978346154,0.001155556,0.964466667,0.974380952,0.98627619,0,0,0.820111111,0.837355556,1.0054375,1.0041375,0.000792308,0.979461538,0.76967,0.000515,0.885828571,0.746488889,0.916666667,0.916666667,,0,0.986064926,0.964633067,0.361263739,,,,,0,0.944006999,0.7274,0.264705882,0.058823529,0.97723133,0.890565141,,,,0.885057573,0.7274,,0.86220469,0.86220469,0.86220469
0.725088889,0.915206667,,,,,0.98231,0.0096,0.0096,1.0668,1.0564,1.001561538,0.974346154,0.001155556,0.964466667,0.9724,0.982314286,0,0,0.827011111,0.831611111,1.008025,1.00285,0.000792308,0.978661538,0.771225,0.000515,0.884357143,0.752244444,0.916666667,0.916666667,,0,0.986223278,0.979277188,0,,,,,0,0.93088364,0.725088889,0.279411765,0.044117647,0.97723133,0.888273694,,,,0.885057573,0.725088889,,0.848031463,0.848031463,0.848031463
0.725088889,0.91312,,,,,0.9843,0.0096,0.0096,1.0616,1.0512,0.990353846,0.979146154,0.003466667,0.966777778,0.973390476,0.984295238,0,0,0.824711111,0.833911111,1.008025,1.0041375,0.000792308,0.985030769,0.75932,0.000515,0.885828571,0.7649,0.916666667,0.916666667,,1,0.986698337,0.994860743,0,,,,,0,0.925634296,0.725088889,0.264705882,0.047058824,0.975409836,0.889376695,,,,0.885057573,0.725088889,,0.856299179,0.856299179,0.856299179
0.723922222,0.905493333,,,,,0.98231,0.0096,0.0096,0.99395,1.0512,0.999961538,0.966338462,0.001155556,0.965622222,0.975371429,0.982314286,0,0,0.829311111,0.831611111,1.008025,1.00285,0.000792308,0.983438462,0.75725,0.000515,0.890271429,0.747644444,0.916666667,0.916666667,,1,0.986698337,0.959714854,0,,,,,0,0.988626422,0.723922222,0.264705882,0.044117647,0.975409836,0.888887335,,,,0.917241485,0.723922222,,0.86220469,0.86220469,0.86220469
0.722766667,0.903406667,,,,,0.9833,0.0096,0.0096,1.046,1.0668,0.984753846,0.975946154,0.002311111,0.964466667,0.974380952,0.983304762,0.42236,0,0.838511111,0.833911111,1.0041375,1.00285,0.000792308,0.981053846,0.751555,0.000515,0.885828571,0.748788889,1,1,,1,0.987173397,0.977453581,0,,,,,0,0.996500437,0.722766667,0.294117647,0.044117647,0.975409836,0.887359334,,,,0.885057573,0.722766667,,0.86220469,0.86220469,0.86220469
0.721611111,0.902713333,,,,,0.9833,0.404307692,0.0096,0.98875,1.0616,0.971138462,0.973538462,0.002311111,0.965622222,0.973390476,0.983304762,0.84058,0,0.837355556,0.833911111,1.006725,1.00285,0.000792308,0.981846154,0.73603,0.000515,0.882871429,0.7649,0.916666667,0.916666667,,1,0.986381629,0.976293103,0,,,,,0.0002207,0.998250219,0.721611111,0.279411765,0.029411765,0.975409836,0.890565141,,,,0.885057573,0.721611111,,0.86220469,0.86220469,0.86220469
0.7193,0.902713333,,,,,0.98131,0.694930769,0.0096,1.072,1.0616,0.999961538,0.966338462,0.002311111,0.964466667,0.974380952,0.981314286,0.72257,0,0.839655556,0.833911111,1.006725,1.0041375,0.000792308,0.981846154,0.73292,0.000515,0.882871429,0.754544444,1,1,,1,0.986223278,0.958885942,0,,,,,0,0.992125984,0.7193,0.264705882,0.058823529,0.972677596,0.889876042,,,,0.885057573,0.7193,,0.856299179,0.856299179,0.856299179
0.7193,0.899246667,,,,,0.98032,0.694930769,0.0096,1.0668,1.0616,0.985553846,0.973538462,0.002311111,0.964466667,0.9724,0.98032381,0.72464,0,0.832755556,0.837355556,1.0041375,1.0041375,0.000792308,0.984238462,0.757765,0.000515,0.884357143,0.748788889,0.916666667,0.916666667,,1,0.986381629,0.979277188,0,,,,,0,0.990376203,0.7193,0.264705882,0.044117647,0.972677596,0.891314161,,,,0.885057573,0.7193,,0.852755872,0.852755872,0.852755872
0.715833333,0.899246667,,,,,0.98131,0.692523077,0.0096,1.0512,1.0616,0.990353846,0.978346154,0.002311111,0.966777778,0.9724,0.981314286,0.66253,0,0.833911111,0.828155556,1.008025,1.00285,0.000792308,0.981846154,0.756215,0.000515,0.885828571,0.751088889,0.916666667,0.916666667,,1,0.986223278,0.979553491,0,,,,,0,0.994750656,0.715833333,0.3,0.044117647,0.975409836,0.880381794,,,,0.885057573,0.715833333,,0.864173234,0.864173234,0.864173234
0.714677778,0.894386667,,,,,0.98231,0.3979,0.0096,1.04075,1.0616,1.006369231,0.967138462,0.001155556,0.965622222,0.975371429,0.982314286,0.81677,0,0.832755556,0.831611111,1.008025,1.00285,0.000792308,0.976276923,0.754145,0.000515,0.887314286,0.759144444,0.916666667,0.916666667,,1,0.987331748,0.981681034,0,,,,,0,0.996500437,0.714677778,0.279411765,0.058823529,0.972677596,0.867180728,,,,0.885057573,0.714677778,,0.86220469,0.86220469,0.86220469
0.715833333,0.896473333,,,,,0.98231,0.3971,0.0088,1.0512,1.0616,1.005569231,0.975946154,0.001155556,0.965622222,0.973390476,0.982314286,0.84162,0,0.832755556,0.832755556,1.006725,1.00285,0.000792308,0.975476923,0.753625,0.000515,0.884357143,0.748788889,0.916666667,0.916666667,,1,0.987015045,0.973474801,0,,,,,0,0.992125984,0.715833333,0.279411765,0.044117647,0.972677596,0.885756985,,,,0.885057573,0.715833333,,0.8669291,0.8669291,0.8669291
0.714677778,0.892306667,,,,,0.98231,0.3987,0.0096,1.0512,1.0564,1.002361538,0.975146154,0.002311111,0.965622222,0.9724,0.982314286,0.78986,0,0.833911111,0.836211111,1.008025,1.00285,0.000792308,0.977069231,0.739135,0.000515,0.876957143,0.741888889,0.916666667,0.916666667,,1,0.987648456,0.964412026,0,,,,,0.16773339,0.990376203,0.714677778,0.294117647,0.044117647,0.972677596,0.887503146,,,,0.885057573,0.714677778,,0.864173234,0.864173234,0.864173234
0.714677778,0.89508,,,,,0.9843,0.3979,0.0096,1.0512,1.0668,0.960730769,0.978346154,0.002311111,0.965622222,0.974380952,0.984295238,0.80538,0,0.836211111,0.832755556,1.006725,1.00155,0.000792308,0.978661538,0.766565,0.000515,0.876957143,0.745344444,1,1,,0,0.986460808,0.974635279,0,,,,,0.827521518,0.47944007,0.714677778,0.323529412,0.044117647,0.972677596,0.886968734,,,,0.885057573,0.714677778,,0.866141659,0.866141659,0.866141659
0.711211111,0.894386667,,,,,0.94564,0.3979,0.0096,1.0512,1.0616,0.942315385,0.978346154,0.001155556,0.965622222,0.973390476,0.945638095,0.74845,0,0.836211111,0.833911111,1.0054375,1.00155,0.000792308,0.982646154,0.75725,0.000515,0.876957143,0.753388889,0.916666667,0.916666667,,0,0.986698337,0.960433246,0.621794872,,,,,0.0002207,,0.711211111,0.294117647,0.044117647,0.970856102,0.890250552,,,,0.885057573,0.711211111,,0.86220469,0.86220469,0.86220469
0.712366667,0.88884,,,,,0.88814,0.3971,0.0096,1.0512,1.0564,0.989553846,0.979946154,0.002311111,0.965622222,0.973390476,0.888142857,0.76191,0,0.835055556,0.835055556,1.0054375,1.0041375,0.000792308,0.973884615,0.7588,0.000515,0.878442857,0.745344444,0.916666667,0.916666667,,0,0.986223278,0.975132626,0.930199434,,,,,0,,0.712366667,0.311764706,0.044117647,0.970856102,0.891846798,,,,0.885057573,0.712366667,,0.870078745,0.870078745,0.870078745
0.708888889,0.892306667,,,,,0.9833,0.3955,0.0096,1.0512,1.0564,0.841438462,0.984753846,0.001155556,0.965622222,0.974380952,0.983304762,0.80952,0,0.832755556,0.833911111,1.0054375,1.00285,0,0.983438462,0.75466,0.000515,0.876957143,0.746488889,0.916666667,0.916666667,,0,0.986698337,0.982924403,0.927350427,,,,,0,,0.708888889,0.323529412,0.058823529,0.970856102,0.891823495,,,,0.885057573,0.708888889,,0.848031463,0.848031463,0.848031463
0.704266667,0.888146667,,,,,0.9833,0.3963,0.0096,1.0512,1.0616,0.997561538,0.982346154,0.002311111,0.965622222,0.9724,0.983304762,0.76087,0,0.833911111,0.829311111,1.0054375,1.0054375,0.000792308,0.981053846,0.786235,0.000515,0.8814,0.751088889,0.916666667,0.916666667,,0,0.987648456,0.976458886,0.926638173,,,,,0,,0.704266667,0.323529412,0.058823529,0.970856102,0.891194318,,,,0.885057573,0.704266667,,0.866141659,0.866141659,0.866141659
